"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2016&tab=overview&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Mon Nov 25 2019 17:19:05 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types","Primary Technology"
"Foxwoods CoGen",57666,"CT","Commercial CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Framingham State University Plant",59717,"MA","Commercial Non-CHP","IC, PV","DFO, SUN","Multiple"
"Frank Jenkins",1851,"MI","Electric Utility","IC","DFO","Petroleum Liquids"
"Frank Knutson",55505,"CO","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Frank M Tait",2847,"OH","Electric Utility","GT, IC","DFO, NG","Multiple"
"Frankenheimer Power Plant",50219,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Frankford Solar",60732,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Franklin (CA)",397,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Franklin (NC)",2745,"NC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Franklin (NE)",2238,"NE","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"Franklin (NY)",2564,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Franklin 1",59178,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Franklin 2",59179,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Franklin County Wind Farm",57844,"IA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Franklin Drive",561,"CT","IPP Non-CHP","GT","KER","Petroleum Liquids"
"Franklin Heating Station",54224,"MN","Commercial CHP","IC, ST","DFO, NG, PUR","Multiple"
"Franklin Solar 2",59579,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Franklin Solar, LLC",58802,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Franklin Templeton San Mateo",57809,"CA","IPP Non-CHP","FC","NG","Other Natural Gas"
"Franklin/Grays",56017,"WA","Electric Utility","--","--","--"
"Frederic Diesel",4020,"WI","Electric Utility","IC","DFO","Petroleum Liquids"
"Frederick County LFGTE Facility",57754,"VA","Commercial Non-CHP","IC","LFG","Landfill Gas"
"Frederickson",99,"WA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Frederickson Power LP",55818,"WA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Fredericktown Energy Center",57946,"MO","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Fredonia",607,"WA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Freeburg",943,"IL","Electric Utility","IC","DFO","Petroleum Liquids"
"Freedom Power Project",7842,"IL","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Freemont Solar Center LLC",59912,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Freeport Energy",52120,"TX","Industrial CHP","CA, CT, GT","NG","Multiple"
"Freeport Energy Center",56152,"TX","Industrial CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Freeport McMoRan",54734,"NM","Industrial Non-CHP","IC","DFO","Petroleum Liquids"
"Freeport McMoRan Cobre Mining",55312,"NM","Industrial Non-CHP","IC","DFO","Petroleum Liquids"
"Freestone Energy Center",55226,"TX","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Freetown Solar",58283,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Freeway Springs",60183,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Freeze Solar",60759,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Fremont Canyon",4176,"WY","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Fremont Community Digester, LLC",59785,"MI","IPP CHP","IC","OBG","Other Waste Biomass"
"Fremont Energy Center",55701,"OH","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"French Island",4005,"WI","Electric Utility","GT, ST","DFO, WDS","Multiple"
"French Landing Dam",50437,"MI","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"French Meadows",424,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"French Paper Hydro",10656,"MI","Industrial Non-CHP","HY","WAT","Conventional Hydroelectric"
"French's Landfill PV",60994,"NJ","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Frenchtown I Solar",57486,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Frenchtown II Solar",57487,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Frenchtown III Solar",58564,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Fresno Cogen Partners",10156,"CA","IPP CHP","CA, CT, GT","NG","Multiple"
"Fresno Solar",60083,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Frey Farm Landfill",56510,"PA","IPP CHP","IC","LFG","Landfill Gas"
"Friant Hydro Facility",50393,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Fries Hydroelectric Project",10798,"VA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Frito Lay Incorporated",58664,"CT","Industrial Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Frito-Lay Cogen Plant",10110,"CA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Front Range Power Plant",55283,"CO","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Front Range Project",59143,"CO","IPP Non-CHP","IC","LFG","Landfill Gas"
"Front Street",7396,"MA","Electric Utility","IC","DFO","Petroleum Liquids"
"Frontera Energy Center",55098,"TX","IPP Non-CHP","--","--","--"
"Frontier Solar LLC",60039,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Frontier Windpower",60218,"OK","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Fruita",471,"CO","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Ft. Churchill PV",59472,"NV","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Ft. Pierre",56148,"SD","Electric Utility","IC","DFO","Petroleum Liquids"
"Fullerton Mill CHP",58083,"CA","Industrial CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Fulton (AR)",7825,"AR","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Fulton (MO)",2126,"MO","Electric Utility","GT, IC","DFO, NG","Multiple"
"Fulton Hydro",2566,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Fulton LFGTE Facility",57003,"NY","IPP Non-CHP","IC","LFG","Landfill Gas"
"Future Generation Wind",59622,"MA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Fuyao Glass Illinois Inc.",54360,"IL","Industrial Non-CHP","IC","DFO","Petroleum Liquids"
"G E Turner",629,"FL","Electric Utility","--","--","--"
"G Flow Wind LLC",56588,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"G G Allen",2718,"NC","Electric Utility","ST","BIT","Conventional Steam Coal"
"G McNeilus Wind Farm Dodge Center",56054,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"G W Ivey",665,"FL","Electric Utility","IC","DFO, NG","Multiple"
"G&S Wantage Solar LLC",59366,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"G2 Energy Hay Rd",58320,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"G2 Energy Marion LLC",57128,"FL","IPP Non-CHP","IC","LFG","Landfill Gas"
"G2 Energy Ostrom Road LLC",57133,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"GE - Tehachapi",57566,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"GKS Solar",59426,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"GL Dairy Biogas",58219,"WI","IPP Non-CHP","IC","OBG","Other Waste Biomass"
"GL Wind",57813,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"GLRA Landfill",56512,"PA","IPP Non-CHP","IC","LFG","Landfill Gas"
"GM Lordstown Assembly Solar Array",59683,"OH","Industrial Non-CHP","PV","SUN","Solar Photovoltaic"
"GMP Solar - Hartford",60874,"VT","Electric Utility","PV","SUN","Solar Photovoltaic"
"GMP Solar - Panton",60562,"VT","Electric Utility","PV","SUN","Solar Photovoltaic"
"GMP Solar - Richmond",60547,"VT","Electric Utility","PV","SUN","Solar Photovoltaic"
"GMP Solar - Williamstown",60877,"VT","Electric Utility","PV","SUN","Solar Photovoltaic"
"GMP Solar - Williston",60875,"VT","Electric Utility","PV","SUN","Solar Photovoltaic"
"GPS Cabazon Wind LLC",50552,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"GREC",165,"OK","Electric Utility","ST","RC, SUB","Conventional Steam Coal"
"GRS Arbor Hills",55596,"MI","IPP Non-CHP","CA, CT","LFG","Landfill Gas"
"GRS C&C",55597,"MI","IPP Non-CHP","GT, IC","LFG","Landfill Gas"
"GRS CMS",55599,"NC","IPP Non-CHP","GT","LFG","Landfill Gas"
"GRS Coyote Canyon",10395,"CA","IPP Non-CHP","ST","LFG","Landfill Gas"
"GRS Fall River",55589,"MA","IPP Non-CHP","GT","LFG","Landfill Gas"
"GRS Pine Bend",55598,"MN","IPP Non-CHP","CA, CT","LFG","Landfill Gas"
"GRS Sunset Farms",55588,"TX","IPP Non-CHP","IC","LFG","Landfill Gas"
"GRT Terminal",8834,"KY","Electric Utility","--","--","--"
"GSE NM1",58576,"NM","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"GSG LLC",56450,"IL","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"GSK York RDC Solar Facility",57390,"PA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Gadsby",3648,"UT","Electric Utility","GT, ST","NG","Multiple"
"Gadsden",7,"AL","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Gainey Solar, LLC",60633,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Galena 2 Geothermal Power Plant",56540,"NV","IPP Non-CHP","BT","GEO","Geothermal"
"Galena 3 Geothermal Power Plant",56541,"NV","IPP Non-CHP","BT","GEO","Geothermal"
"Galena Electric Utility",7437,"AK","Electric Utility","IC","DFO","Petroleum Liquids"
"Galesville Project",50938,"OR","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Galion",7918,"OH","Electric Utility","IC","DFO","Petroleum Liquids"
"Galion Generating Station",55263,"OH","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Gallatin (MO)",2127,"MO","Electric Utility","IC","DFO","Petroleum Liquids"
"Gallatin (TN)",3403,"TN","Electric Utility","GT, ST","NG, SUB","Multiple"
"Gallup Refinery",50997,"NM","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Gambell",57062,"AK","Electric Utility","IC","DFO","Petroleum Liquids"
"Gans",55377,"PA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Gantt",53,"AL","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Gap Pacific Distribution Center",56909,"CA","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Garden City",1336,"KS","Electric Utility","GT, ST","NG","Multiple"
"Garden Wind LLC",57469,"IA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Gardiner",50688,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Gardner Energy Center",7281,"KS","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Gardner Solar 1",58937,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Gardners Falls",1634,"MA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Garland Canal Power Plant",57551,"WY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Garnet Solar Generation Station I LLC",58528,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Garnet Wind Energy Center",57302,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Garnett Municipal",1278,"KS","Electric Utility","IC","DFO","Petroleum Liquids"
"Garrell Solar Farm",58866,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Garrison",2815,"ND","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Garrison Energy Center LLC",57349,"DE","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Garvins Falls",2357,"NH","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Gary Court 1 & 2",57601,"CT","Electric Utility","IC","DFO","Petroleum Liquids"
"Gary Works",50733,"IN","Industrial CHP","ST","BFG","Other Gases"
"Garysburg Solar",59641,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Gas Turbine (IA)",1130,"IA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Gas Utilization Facility",50492,"CA","Commercial CHP","HY, IC","OBG, WAT","Multiple"
"Gaston",2756,"NC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Gaston Memorial Hospital",57629,"NC","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Gaston Shoals",3258,"SC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Gaston Solar",59642,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Gastonia Prime Power Park",56954,"NC","Electric Utility","IC","DFO","Petroleum Liquids"
"Gastonia, Tulip Drive",56262,"NC","Electric Utility","IC","DFO","Petroleum Liquids"
"Gates Solar LLC",58673,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Gates Solar Station",57892,"CA","Electric Utility","PV","SUN","Solar Photovoltaic"
"Gateway",3697,"UT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Gateway Gen",7798,"VA","Electric Utility","IC","DFO","Petroleum Liquids"
"Gateway Generating Station",56476,"CA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Gato Montes Solar, LLC",58842,"AZ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Gauley River Power Partners",56333,"WV","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Gavin Power, LLC",8102,"OH","IPP Non-CHP","ST","RC","Conventional Steam Coal"
"Gavins Point",6624,"SD","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Gaviota Oil Plant",50623,"CA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Gay Robinson",50333,"HI","Industrial Non-CHP","HY, IC","DFO, WAT","Multiple"
"Gaylord - Consumers",1706,"MI","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Gaylord - Wolverine",7932,"MI","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Gaylord Container Bogalusa",54427,"LA","Industrial CHP","ST","WDS","Wood/Wood Waste Biomass"
"Geismar",10319,"LA","Industrial CHP","GT, ST","NG","Multiple"
"Geismar Cogen",56787,"LA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Gem State",790,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Gemini Technologies Services, Inc. Solar",60804,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"GenConn Devon LLC",57070,"CT","IPP Non-CHP","GT","KER","Petroleum Liquids"
"GenConn Middletown LLC",57068,"CT","IPP Non-CHP","GT","KER","Petroleum Liquids"
"Genentech Vacaville Meter #1",60844,"CA","IPP Non-CHP","--","--","--"
"Genentech-Oceanside",60231,"CA","IPP Non-CHP","BA, PV","MWH, SUN","Multiple"
"General Chemical",54318,"WY","Industrial CHP","ST","BIT","Conventional Steam Coal"
"General Electric Aircraft Engines",10029,"MA","Industrial CHP","ST","NG","Natural Gas Steam Turbine"
"General Electric Diesel Engine Plant",10058,"PA","Industrial Non-CHP","IC","DFO","Petroleum Liquids"
"General Electric Great Falls Upper Hydro",10059,"NH","Industrial Non-CHP","HY","WAT","Conventional Hydroelectric"
"General Electric Plastic",7698,"AL","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"General Mills Inc",54564,"NY","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"General Mills West Chicago",54924,"IL","Industrial Non-CHP","--","--","--"
"General Motors Corp at White Marsh MD",59841,"MD","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Genesee Power Station LP",54751,"MI","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Geneseo",944,"IL","Electric Utility","IC, PV, WT","DFO, NG, SUN, WND","Multiple"
"Genesis Alkali",57915,"WY","Industrial CHP","ST","SUB","Conventional Steam Coal"
"Genesis Solar Energy Project",57394,"CA","IPP Non-CHP","ST","SUN","Solar Thermal without Energy Storage"
"Geneva",57410,"OH","IPP Non-CHP","IC","LFG","Landfill Gas"
"Geneva Generation Facility",56462,"IL","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"Genoa",4143,"WI","Electric Utility","ST","SUB","Conventional Steam Coal"
"Genoa Diesel Generating Station",56181,"OH","Electric Utility","IC","DFO","Petroleum Liquids"
"Geo East Mesa II",54038,"CA","IPP Non-CHP","ST","GEO","Geothermal"
"Geo East Mesa III",10763,"CA","IPP Non-CHP","BT, ST","GEO","Geothermal"
"George Birdsall",493,"CO","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"George Johnson",1877,"MI","Electric Utility","GT, IC","DFO, NG","Multiple"
"George M Sullivan Generation Plant 2",6559,"AK","Electric Utility","CA, CT, GT","NG","Multiple"
"George Neal North",1091,"IA","Electric Utility","ST","RC","Conventional Steam Coal"
"George Neal South",7343,"IA","Electric Utility","ST","RC","Conventional Steam Coal"
"Georgetown",7759,"IN","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Georgetown Hydro",472,"CO","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Georgetown LFGTE",56995,"SC","Electric Utility","IC","LFG","Landfill Gas"
"Georgia LFG Oak Grove Plant",61385,"GA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Georgia LFG Pine Ridge Plant",61386,"GA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Georgia LFG Richland Creek Plant",61387,"GA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Georgia Mountain Community Wind Farm",58238,"VT","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Georgia Pacific Center",54906,"GA","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Georgia Power at Wadley GA",59843,"GA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Georgia-Pacific Big Island",50479,"VA","Industrial CHP","HY, ST","WAT, WDS","Multiple"
"Georgia-Pacific Brewton Mill",54789,"AL","Industrial CHP","ST","BLQ","Wood/Wood Waste Biomass"
"Georgia-Pacific Cedar Springs",54101,"GA","Industrial CHP","ST","BLQ","Wood/Wood Waste Biomass"
"Georgia-Pacific Consr Prods LP-Naheola",10699,"AL","Industrial CHP","ST","BLQ","Wood/Wood Waste Biomass"
"Georgia-Pacific Corp - Nekoosa Mill",50395,"WI","Industrial CHP","HY, ST","BLQ, NG, WAT","Multiple"
"Georgia-Pacific Crossett LLC",10606,"AR","Industrial CHP","ST","BLQ","Wood/Wood Waste Biomass"
"Georgia-Pacific Monticello Paper",10610,"MS","Industrial CHP","ST","BLQ","Wood/Wood Waste Biomass"
"Georgia-Pacific Palatka Operations",10611,"FL","Industrial CHP","ST","BLQ","Wood/Wood Waste Biomass"
"Georgia-Pacific Port Hudson",10612,"LA","Industrial CHP","ST","BLQ, PC","Multiple"
"Georgia-Pacific Toledo Mill",58109,"OR","Industrial CHP","ST","BLQ","Wood/Wood Waste Biomass"
"Georgia-Pacific Wauna Mill",56192,"OR","Industrial CHP","ST","BLQ","Wood/Wood Waste Biomass"
"Geothermal 1",7368,"CA","Electric Utility","ST","GEO","Geothermal"
"Geothermal 2",7369,"CA","Electric Utility","ST","GEO","Geothermal"
"Gerald Andrus",8054,"MS","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Gerald Gentleman",6077,"NE","Electric Utility","ST","SUB","Conventional Steam Coal"
"Germantown",6253,"WI","Electric Utility","GT","DFO, NG","Multiple"
"Germantown Solar, LLC",60480,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Gettysburg Energy & Nutrient Rec Facility",58565,"PA","IPP Non-CHP","ST","OBS","Other Waste Biomass"
"Geysers Unit 5-20",286,"CA","IPP Non-CHP","ST","GEO","Geothermal"
"Ghent",1356,"KY","Electric Utility","ST","BIT","Conventional Steam Coal"
"Gianera",7231,"CA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Gibbons Creek",6136,"TX","Electric Utility","ST","SUB","Conventional Steam Coal"
"Gibson",6113,"IN","Electric Utility","ST","BIT","Conventional Steam Coal"
"Gibson City Energy Center LLC",55201,"IL","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Giffen",57521,"CA","Electric Utility","PV","SUN","Solar Photovoltaic"
"Gila Bend",59020,"AZ","Electric Utility","PV","SUN","Solar Photovoltaic"
"Gila River Power Block 1",59338,"AZ","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Gila River Power Block 2",60768,"AZ","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Gila River Power Block 3",59784,"AZ","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Gila River Power Block 4",55306,"AZ","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Gilbert",2393,"NJ","IPP Non-CHP","CA, CT, GT","NG","Multiple"
"Gilbert Solar Facility I, LLC",58543,"AZ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Gillespie 1",58501,"AZ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Gillette SBMC",54225,"MA","Industrial CHP","GT, IC, ST","DFO, NG","Multiple"
"Gilliam South",7857,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Gilman Mill",10608,"VT","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Gilroy Peaking Energy Center",55810,"CA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Gilroy Power Plant",10034,"CA","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Girard",1279,"KS","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"Glacier Battery Storage",60444,"WA","Electric Utility","BA","MWH","Batteries"
"Glacier Hills",57199,"WI","Electric Utility","WT","WND","Onshore Wind Turbine"
"Glades Pike Generation Plant",59759,"PA","Commercial Non-CHP","GT, IC","LFG","Landfill Gas"
"Gladstone",7119,"MI","Electric Utility","GT","DFO","Petroleum Liquids"
"Glasgow LFGTE",60137,"KY","Electric Utility","IC","LFG","Landfill Gas"
"Gleason Generating Facility",55251,"TN","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Glen",3714,"VT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Glen Canyon Dam",153,"AZ","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Glen Ferris Hydro",50010,"WV","Industrial Non-CHP","HY","WAT","Conventional Hydroelectric"
"Glen Park Hydroelectric Project",50512,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Glen Ullin Station 6",57172,"ND","Electric Utility","ST","WH","All Other"
"Glenarm",422,"CA","Electric Utility","CA, CT, GT","NG","Multiple"
"Glencoe",1975,"MN","Electric Utility","IC","DFO","Petroleum Liquids"
"Glendale Energy Power Plant",57829,"AZ","IPP Non-CHP","IC","LFG","Landfill Gas"
"Glendive GT",2176,"MT","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Glendo",4177,"WY","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Glennallen",6305,"AK","Electric Utility","IC","DFO","Petroleum Liquids"
"Glenns Ferry Cogen Facility",54578,"ID","IPP CHP","CS","NG","Natural Gas Fired Combined Cycle"
"Glenrock",56841,"WY","Electric Utility","WT","WND","Onshore Wind Turbine"
"Glenwood",2514,"NY","Electric Utility","GT","DFO","Petroleum Liquids"
"Glenwood Hydro",2568,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Glenwood Landing",7869,"NY","Electric Utility","GT","DFO, NG","Multiple"
"Glopak Solar PV Power Plant",61248,"NJ","Industrial Non-CHP","PV","SUN","Solar Photovoltaic"
"Gloucester Community College Solar",60752,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Goal Line LP",54749,"CA","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Goat Lake Hydro",7751,"AK","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Goat Rock",707,"GA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Goat Wind LP",56754,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Godwin Drive Plant",7439,"VA","Electric Utility","IC","DFO","Petroleum Liquids"
"Gold Creek",63,"AK","Electric Utility","HY, IC","DFO, WAT","Multiple"
"Golden Acorn Casino",59328,"CA","Commercial Non-CHP","WT","WND","Onshore Wind Turbine"
"Golden Fields Solar I, LLC",60590,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Golden Hills Wind",60049,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Golden Spread Panhandle Wnd Rch",57866,"TX","Electric Utility","WT","WND","Onshore Wind Turbine"
"Golden Springs Building C-1",57796,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Golden Springs Building D",57797,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Golden Valley Wind Park LLC",56435,"ID","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Golden West Power Partners LLC",59974,"CO","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Goldendale Generating Station",55482,"WA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Goldfinch",60124,"FL","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Goldthwaite Wind Energy Facility",58321,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Gonzales Hydro Plant",7394,"TX","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Goodland",1280,"KS","Electric Utility","IC","DFO, NG","Multiple"
"Goodman Energy Center",56497,"KS","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"Goodnoe Hills",56666,"WA","Electric Utility","WT","WND","Onshore Wind Turbine"
"Goodsprings Waste Heat Recovery",57684,"NV","Electric Utility","ST","WH","All Other"
"Goodwell Wind Project LLC",58998,"OK","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Goodwin Hydroelectric",54302,"CT","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Goodyear Beaumont Chemical Plant",54321,"TX","Industrial CHP","GT, ST","NG","Multiple"
"Goodyear Lake Plant",50079,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Goose Creek Energy Center",55496,"IL","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Goose Haven Energy Center",55627,"CA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Gordon",3976,"WI","Electric Utility","IC","DFO","Petroleum Liquids"
"Gordon Butte Wind LLC",57748,"MT","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Gordon Evans Energy Center",1240,"KS","Electric Utility","GT, IC, ST","DFO, NG","Multiple"
"Gordonsville Energy LP",54844,"VA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
