"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2009&tab=overview&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Mon Nov 25 2019 16:59:17 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types","Primary Technology"
"Chappell",2230,"NE","Electric Utility","IC","DFO","Petroleum Liquids"
"Charles City",56683,"VA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Charles City Wind Farm",56677,"IA","Electric Utility","WT","WND","Onshore Wind Turbine"
"Charles E Monty",805,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Charles P Keller",2695,"NY","Electric Utility","IC","DFO, NG","Multiple"
"Charles Poletti",2491,"NY","Electric Utility","ST","RFO","Petroleum Liquids"
"Charles R Lowman",56,"AL","Electric Utility","ST","BIT","Conventional Steam Coal"
"Charleston Resource Recovery Facility",10344,"SC","Commercial CHP","--","--","--"
"Charter Dura-Bar",54540,"IL","Industrial Non-CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Chasm",2550,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Chasm Hydro Partnership",50315,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Chateaugay High Falls Hydro",50093,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Chattahoochee Energy Facility",7917,"GA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Chatuge",2778,"NC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cheatham",6418,"TN","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cheboygan",50461,"MI","Industrial Non-CHP","HY","WAT","Conventional Hydroelectric"
"Chehalis Generating Facility",55662,"WA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Chelan",6424,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Chemical",1604,"MA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cheoah",54899,"NC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cherokee",469,"CO","Electric Utility","ST","BIT","Conventional Steam Coal"
"Cherokee County Cogen",55043,"SC","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Cherokee Dam",3397,"TN","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cherokee Falls",10173,"SC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cherry Street",9038,"MA","Electric Utility","IC","DFO","Petroleum Liquids"
"Cherryville City Hall",56340,"NC","Electric Utility","IC","DFO","Petroleum Liquids"
"Chesapeake",3803,"VA","Electric Utility","GT, ST","BIT, DFO","Multiple"
"Chester Generating Station",3157,"PA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"Chester Lake",7168,"AK","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Chester Operations",50410,"PA","Industrial CHP","ST","WC","Conventional Steam Coal"
"Chesterfield",3797,"VA","Electric Utility","CA, CT, ST","BIT, NG","Multiple"
"Chesterfield Landfill Gas",56684,"VA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Chestnut Ridge Gas Recovery",50570,"TN","IPP Non-CHP","IC","LFG","Landfill Gas"
"Cheswick Power Plant",8226,"PA","IPP Non-CHP","ST","BIT","Conventional Steam Coal"
"Chevak",6311,"AK","Electric Utility","--","--","--"
"Chevron Oil",2047,"MS","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Chicago Park",412,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Chickamauga",3398,"TN","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Chicopee Electric",55590,"MA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Chicopee Hydroelectric Station",50832,"MA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Chief Joseph",3921,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Childrens Hospital",10175,"CA","Commercial CHP","GT, IC","DFO, NG","Multiple"
"Chilhowee",54901,"TN","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Chili Bar",225,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Chilkat Valley",7467,"AK","Electric Utility","IC","DFO","Petroleum Liquids"
"Chillicothe",2122,"MO","Electric Utility","GT, IC","DFO, NG","Multiple"
"China Mill Hydro",50103,"NH","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Chino Mines",54667,"NM","Industrial Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Chippewa Falls",4000,"WI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Choctaw County",55706,"MS","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Cholla",113,"AZ","Electric Utility","ST","BIT","Conventional Steam Coal"
"Chouteau",7757,"OK","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Chowchilla II",56185,"CA","IPP Non-CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Christiana",591,"DE","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"Christoffer Wind Energy I LLC",56709,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Christoffer Wind Energy II LLC",56710,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Christoffer Wind Energy III LLC",56711,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Christoffer Wind Energy IV LLC",56712,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Chuck Lenzie Generating Station",55322,"NV","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Chuckawalla Valley State Prison",57011,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Chula Vista Energy Center",55540,"CA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Chunchula Plant 1",54441,"AL","Industrial CHP","--","--","--"
"Church Street Plant",7438,"VA","Electric Utility","IC","DFO","Petroleum Liquids"
"Cimarron River",1230,"KS","Electric Utility","GT, ST","NG","Multiple"
"City Light & Water",7481,"NE","Electric Utility","IC","DFO","Petroleum Liquids"
"City Power Plant",841,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"CityCenter Central Plant Cogen Units",57348,"NV","Commercial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Civic Center",10623,"CA","Commercial CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Clairton Works",50729,"PA","Industrial CHP","ST","OG","Other Gases"
"Clam River Dam",4018,"WI","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Clarence Cannon",6140,"MO","Electric Utility","HY, PS","WAT","Multiple"
"Clark (NVE)",2322,"NV","Electric Utility","CA, CT, GT","NG","Multiple"
"Clark (SD)",3341,"SD","Electric Utility","IC","DFO","Petroleum Liquids"
"Clark Falls",3711,"VT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Clark University",10408,"MA","Commercial CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Clark-Floyd Landfill Gas Generating",56539,"IN","Electric Utility","IC","LFG","Landfill Gas"
"Claude Vandyke",1880,"MI","Electric Utility","CS, GT","NG","Multiple"
"Clay Boswell",1893,"MN","Electric Utility","IC, ST","DFO, SUB","Multiple"
"Clay Center",1270,"KS","Electric Utility","IC, ST","NG","Multiple"
"Claytor",3774,"VA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Clear Lake",814,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Clear Lake Cogeneration Ltd",10741,"TX","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Clear Lake Hydro Project",50128,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Clearwater 1",3020,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Clearwater 2",3021,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Clearwater Paper APP CB",50638,"AR","Industrial CHP","ST","BLQ","Wood/Wood Waste Biomass"
"Clearwater Paper IPP Lewiston",50637,"ID","Industrial CHP","ST","BLQ","Wood/Wood Waste Biomass"
"Clearwater Power Plant",56356,"CA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Cleary Flood",1682,"MA","Electric Utility","CA, CT, ST","DFO, RFO","Petroleum Liquids"
"Clement Dam Hydro LLC",10276,"NH","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Cleveland Peaking",7774,"OH","Electric Utility","IC","DFO","Petroleum Liquids"
"Clewiston Sugar House",50482,"FL","Industrial CHP","ST","AB","Other Waste Biomass"
"Clifton",8037,"KS","Electric Utility","GT, IC","DFO, NG","Multiple"
"Clifton Dam 3 Power Station",52049,"SC","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Clifty Creek",983,"IN","Electric Utility","ST","SUB","Conventional Steam Coal"
"Clinch River",3775,"VA","Electric Utility","ST","BIT","Conventional Steam Coal"
"Cline Falls",6482,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Clinton",1818,"MI","Electric Utility","IC","DFO, NG","Multiple"
"Clinton LFGTE Facility",56986,"NY","IPP Non-CHP","IC","LFG","Landfill Gas"
"Clinton Power Station",204,"IL","IPP Non-CHP","ST","NUC","Nuclear"
"Cloud County Wind Farm",56784,"KS","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Clover",7213,"VA","Electric Utility","ST","BIT","Conventional Steam Coal"
"Co-Gen II LLC",50993,"OR","IPP CHP","ST","WDS","Wood/Wood Waste Biomass"
"Co-Gen LLC",50921,"OR","IPP CHP","ST","WDS","Wood/Wood Waste Biomass"
"Coachella",6060,"CA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Coal Canyon",226,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Coal Creek",6030,"ND","Electric Utility","IC, ST","DFO, LIG","Multiple"
"Coalinga 25D Cogen",52086,"CA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Coalinga 6C Cogen",52083,"CA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Coalinga Cogeneration",50131,"CA","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Coalinga Cogeneration Facility",50750,"CA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Coastal Carolina Clean Power",10381,"NC","IPP CHP","ST","WDS","Wood/Wood Waste Biomass"
"Coastal Plains",55554,"TX","IPP Non-CHP","IC","LFG","Landfill Gas"
"Cobble Mountain",1630,"MA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Cochrane",2182,"MT","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Coffeen",861,"IL","IPP Non-CHP","ST","SUB","Conventional Steam Coal"
"Coffeyville",1271,"KS","Electric Utility","IC, ST","DFO, NG","Multiple"
"Coffin Butte",7725,"OR","Electric Utility","IC","LFG","Landfill Gas"
"Cogeneration 1",56229,"AZ","Commercial CHP","CS","NG","Natural Gas Fired Combined Cycle"
"Coggon",1132,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Cohocton Wind Project",56634,"NY","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Coit GT",3281,"SC","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Colbert",47,"AL","Electric Utility","GT, ST","BIT, NG","Multiple"
"Colby",1225,"KS","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Colby City of",1272,"KS","Electric Utility","IC","DFO","Petroleum Liquids"
"Colchester 16",3735,"VT","Electric Utility","GT","DFO","Petroleum Liquids"
"Coldwater",1819,"MI","Electric Utility","IC","DFO, NG","Multiple"
"Colebrook Hydroelectric",54301,"CT","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Coleman",2158,"MO","Electric Utility","IC","DFO","Petroleum Liquids"
"Coleman Falls",56313,"VA","Industrial Non-CHP","HY","WAT","Conventional Hydroelectric"
"Coleman PH",227,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Coleto Creek",6178,"TX","IPP Non-CHP","ST","SUB","Conventional Steam Coal"
"Colfax",1725,"MI","Electric Utility","IC","DFO","Petroleum Liquids"
"Colgate",454,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Collierville Powerhouse",54555,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Collin",3500,"TX","IPP Non-CHP","ST","NG","Natural Gas Steam Turbine"
"Collins Facility",52166,"MA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Collins Pine Project",10661,"CA","Industrial CHP","ST","WDS","Wood/Wood Waste Biomass"
"Collinwood",2906,"OH","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Colonie LFGTE Facility",56324,"NY","IPP Non-CHP","IC","LFG","Landfill Gas"
"Colorado Bend Energy Center",56350,"TX","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Colorado Energy Nations Company",10003,"CO","IPP CHP","ST","BIT","Conventional Steam Coal"
"Colorado Green Holdings LLC",56173,"CO","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Colstrip",6076,"MT","IPP Non-CHP","ST","SUB","Conventional Steam Coal"
"Colstrip Energy LP",10784,"MT","IPP Non-CHP","ST","WC","Conventional Steam Coal"
"Colton",2551,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Colton Plant",56167,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Columbia (MO)",2123,"MO","Electric Utility","GT, IC, ST","BIT, DFO, LFG, NG","Multiple"
"Columbia (WI)",8023,"WI","Electric Utility","ST","SUB","Conventional Steam Coal"
"Columbia Canal Hydro",3283,"SC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Columbia Energy Center",55447,"MO","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Columbia Energy Center (SC)",55386,"SC","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Columbia Flooring Melbourne",56182,"AR","Industrial CHP","ST","WDS","Wood/Wood Waste Biomass"
"Columbia Generating Station",371,"WA","Electric Utility","ST","NUC","Nuclear"
"Columbus",2260,"NE","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Columbus MS",50184,"MS","Industrial CHP","ST","BLQ","Wood/Wood Waste Biomass"
"Colver Power Project",10143,"PA","IPP Non-CHP","ST","WC","Conventional Steam Coal"
"Colville Indian Plywood & Veneer",56191,"WA","Industrial Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Comanche (CO)",470,"CO","Electric Utility","ST","SUB","Conventional Steam Coal"
"Comanche (OK)",8059,"OK","Electric Utility","CA, CT, IC","DFO, NG","Multiple"
"Comanche Peak",6145,"TX","IPP Non-CHP","ST","NUC","Nuclear"
"Combie South",846,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Combine Hills I",56195,"OR","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Combined Locks",4201,"WI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Combined Locks Energy Center",55558,"WI","Industrial CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Combustion Turbine Project No 2",7449,"CA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Comerford",2349,"NH","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Commerce Refuse To Energy",10090,"CA","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Commercial Street",6585,"MA","Electric Utility","IC","DFO","Petroleum Liquids"
"Commonwealth Chesapeake",55381,"VA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"Conception",56537,"MO","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Concord",7159,"WI","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Concord Cogen",52080,"CA","Commercial CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Condit",3846,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Condon Windpower LLC",55739,"OR","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Conemaugh",3118,"PA","IPP Non-CHP","IC, ST","BIT, DFO","Multiple"
"Conemaugh Fuels LLC -Terminal",8846,"PA","Electric Utility","--","--","--"
"Conemaugh Hydro Plant",52173,"PA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Conesville",2840,"OH","Electric Utility","ST","BIT","Conventional Steam Coal"
"Conners Creek",1726,"MI","Electric Utility","IC, ST","DFO, NG","Multiple"
"Connersville",1002,"IN","Electric Utility","GT","DFO","Petroleum Liquids"
"Conowingo",1574,"MD","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Conroe",55555,"TX","IPP Non-CHP","IC","LFG","Landfill Gas"
"Constantine",1760,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Consumer Operations LLC",10360,"WI","Industrial CHP","ST","BIT","Conventional Steam Coal"
"Continental Mills",1487,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Contra Costa",228,"CA","IPP Non-CHP","ST","NG","Natural Gas Steam Turbine"
"Control Gorge",393,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cook - TVA",8838,"IL","Electric Utility","--","--","--"
"Cooke",1700,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Coolwater",329,"CA","IPP Non-CHP","CA, CT, ST","NG","Multiple"
"Coon Rapids II",7847,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Cooper",1384,"KY","Electric Utility","ST","BIT","Conventional Steam Coal"
"Cooper Lake",6291,"AK","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cooper Nuclear Station",8036,"NE","Electric Utility","ST","NUC","Nuclear"
"Coopersville",54756,"MI","IPP Non-CHP","IC","LFG","Landfill Gas"
"Copco 1",294,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Copco 2",295,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cope",7210,"SC","Electric Utility","ST","BIT","Conventional Steam Coal"
"Copenhagen Plant",10545,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Copper",9,"TX","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Copper Dam Plant",10323,"OR","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Cora Transfer",8835,"TN","Electric Utility","--","--","--"
"Coralville GT",1079,"IA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Coram Energy LLC",54299,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Coram Energy LLC (ECT)",54298,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Coram Tehachapi",54750,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Cordell Hull",3423,"TN","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cordova Energy",55188,"IL","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Cornelius Delivery No 1",56546,"NC","Electric Utility","IC","DFO","Petroleum Liquids"
"Cornell",6086,"WI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cornell Dubilier",56130,"SC","Electric Utility","--","--","--"
"Cornell Hydro",10286,"NY","Commercial Non-CHP","HY","WAT","Conventional Hydroelectric"
"Cornell University Central Heat",50368,"NY","Commercial CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Corning",1134,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Corona",480,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Corona Energy Partners, Ltd",10635,"CA","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Coronado",6177,"AZ","Electric Utility","ST","SUB","Conventional Steam Coal"
"Corpus Christi",50475,"TX","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Corpus Christi Energy Center",55206,"TX","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Corpus Refinery",50026,"TX","Industrial CHP","GT, OT","NG, OTH","Multiple"
"Cos Cob",542,"CT","IPP Non-CHP","GT","KER","Petroleum Liquids"
"Cosgrove Intake and Power Station",10825,"MA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Cosmo Specialty Fibers Plant",50185,"WA","Industrial CHP","ST","WDL","Wood/Wood Waste Biomass"
"Coso Energy Developers",10875,"CA","IPP Non-CHP","ST","GEO","Geothermal"
"Coso Finance Partners",10873,"CA","IPP Non-CHP","ST","GEO","Geothermal"
"Coso Power Developers",10874,"CA","IPP Non-CHP","ST","GEO","Geothermal"
"Cosumnes",55970,"CA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Cottonwood",394,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cottonwood Energy Project",55358,"TX","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Cougar",3076,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Coughlin Power Station",1396,"LA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Countyside Genco LLC",55773,"IL","IPP Non-CHP","IC","LFG","Landfill Gas"
"Covanta Alexandria/Arlington Energy",50663,"VA","Commercial Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Babylon Inc",50649,"NY","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Bristol Energy",50648,"CT","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Delano Energy",10840,"CA","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Covanta Delaware Valley",10746,"PA","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Essex Company",10643,"NJ","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Fairfax Energy",50658,"VA","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Haverhill",50661,"MA","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Hempstead",10642,"NY","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Hennepin Energy",10013,"MN","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Indianapolis Energy",50647,"IN","Commercial CHP","ST","MSW","Municipal Solid Waste"
"Covanta Lake County Energy",50629,"FL","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Marion Inc",50630,"OR","IPP CHP","ST","MSW","Municipal Solid Waste"
"Covanta Mendota",10837,"CA","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Covanta Niagara I, LLC",50472,"NY","IPP CHP","ST","MSW","Municipal Solid Waste"
"Covanta Plymouth Renewable Energy",54625,"PA","Commercial Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Southeastern Connecticut Company",10646,"CT","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Stanislaus Energy",50632,"CA","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Tulsa Renewable Energy LLC",50660,"OK","Industrial CHP","ST","MSW","Municipal Solid Waste"
"Covanta Wallingford Energy",50664,"CT","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Covanta Warren Energy",10012,"NJ","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Cove Hydroelectric",10707,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Covel Gardens Gas Recovery",56864,"TX","IPP Non-CHP","IC","LFG","Landfill Gas"
"Covington Facility",50900,"VA","Industrial CHP","ST","BLQ","Wood/Wood Waste Biomass"
"Cow Branch",56536,"MO","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Cow Creek",229,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cowans Ford",2722,"NC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cowiche",50423,"WA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Cowlitz Falls",7427,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cox Waste to Energy",54850,"KY","Industrial CHP","ST","WDS","Wood/Wood Waste Biomass"
"Coyote",8222,"ND","Electric Utility","ST","LIG","Conventional Steam Coal"
"Coyote Creek",483,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Coyote Springs",7350,"OR","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Coyote Springs II",7931,"OR","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Craig (AK)",421,"AK","Electric Utility","IC","DFO","Petroleum Liquids"
"Craig (CO)",6021,"CO","Electric Utility","ST","SUB","Conventional Steam Coal"
"Crane Creek Wind Energy Center",56831,"IA","Electric Utility","WT","WND","Onshore Wind Turbine"
"Craven County Wood Energy LP",10525,"NC","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Crawford",867,"IL","IPP Non-CHP","ST","SUB","Conventional Steam Coal"
"Crawfordsville Power Plant",1024,"IN","Electric Utility","IC, ST","BIT, DFO","Multiple"
"Creed Energy Center",55625,"CA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Crescent",2685,"NY","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Crescent Ridge",56297,"IL","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Cresta",231,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Crestwood Dothan",54985,"AL","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Crete",2231,"NE","Electric Utility","IC","DFO, NG","Multiple"
"Crete Energy Venture LLC",55253,"IL","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Crisfield",1563,"MD","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Crisp Plant",753,"GA","Electric Utility","GT, ST","BIT, NG","Multiple"
"Crist",641,"FL","Electric Utility","ST","BIT","Conventional Steam Coal"
"Crockett Cogen Project",55084,"CA","IPP CHP","CS","NG","Natural Gas Fired Combined Cycle"
"Cromby Generating Station",3159,"PA","IPP Non-CHP","IC, ST","BIT, DFO, RFO","Multiple"
"Cross",130,"SC","Electric Utility","ST","BIT","Conventional Steam Coal"
"Crosscut",143,"AZ","Electric Utility","HY, ST","NG, WAT","Multiple"
"Crossroads Energy Center",55395,"MS","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Crosswind Energy Project",56859,"IA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Croswell",7497,"MI","Electric Utility","IC","DFO","Petroleum Liquids"
"Crotched Mountain Rehabilitation Center",54515,"NH","Commercial CHP","IC","DFO","Petroleum Liquids"
"Croton",1701,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Croydon CT Generating Station",8012,"PA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"Crystal",6159,"CO","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Crystal Falls",1821,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Crystal Mountain",3853,"WA","Electric Utility","IC","DFO","Petroleum Liquids"
"Crystal River",628,"FL","Electric Utility","ST","BIT, NUC","Multiple"
"Crystal Springs",10806,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Cumberland (NJ)",5083,"NJ","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Cumberland (TN)",3399,"TN","Electric Utility","ST","BIT","Conventional Steam Coal"
"Cumberland (WI)",4112,"WI","Electric Utility","IC","DFO, NG","Multiple"
"Cumberland County PA LFG Recovery",56887,"PA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Cumberland County Solid Waste Complex",56884,"NJ","IPP Non-CHP","IC","LFG","Landfill Gas"
"Cunningham",2454,"NM","Electric Utility","GT, ST","NG","Multiple"
