"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2006&tab=overview&start=200101&end=201710&ctype=linechart&ltype=pin&maptype=0&rse=0&pin="
"Mon Nov 25 2019 16:27:35 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types","Primary Technology"
"Kaukauna Gas Turbine",4118,"WI","Electric Utility","--","--","--"
"Kaukauna Paper Mill",54098,"WI","Industrial CHP","--","--","--"
"Kaw Hydro",7545,"OK","Electric Utility","--","--","--"
"Kaweah 1",337,"CA","Electric Utility","--","--","--"
"Kaweah 2",336,"CA","Electric Utility","--","--","--"
"Kaweah 3",338,"CA","Electric Utility","--","--","--"
"Kaweah Delta District Hospital",10042,"CA","Commercial CHP","--","--","--"
"Keahole",8083,"HI","Electric Utility","--","--","--"
"Kearney",2268,"NE","Electric Utility","--","--","--"
"Kearny",303,"CA","IPP Non-CHP","--","--","--"
"Kekawaka Power House",54654,"CA","IPP Non-CHP","--","--","--"
"Kelly Ridge",418,"CA","Electric Utility","--","--","--"
"Kemper County",7960,"MS","Electric Utility","--","--","--"
"Kendall County Generation Facility",55131,"IL","IPP Non-CHP","--","--","--"
"Kendall Square Station",1595,"MA","IPP CHP","--","--","--"
"Kenilworth Energy Facility",10805,"NJ","IPP CHP","--","--","--"
"Kennecott Power Plant",56163,"UT","Industrial Non-CHP","--","--","--"
"Kennedy International Airport Cogen",54114,"NY","IPP CHP","--","--","--"
"Kenneth C Coleman",1381,"KY","IPP Non-CHP","--","--","--"
"Kennett",2139,"MO","Electric Utility","--","--","--"
"Kensico",650,"NY","Electric Utility","--","--","--"
"Kent County Waste to Energy Facility",50860,"MI","IPP CHP","--","--","--"
"Kent Falls",2532,"NY","Electric Utility","--","--","--"
"Kentucky Dam",1377,"KY","Electric Utility","--","--","--"
"Kentucky Mills",55429,"KY","Industrial CHP","--","--","--"
"Kenyon Municipal",1983,"MN","Electric Utility","--","--","--"
"Keokuk",1109,"IA","Electric Utility","--","--","--"
"Keowee",6517,"SC","Electric Utility","--","--","--"
"Kerckhoff",250,"CA","Electric Utility","--","--","--"
"Kerckhoff 2",682,"CA","Electric Utility","--","--","--"
"Kern Canyon",7911,"CA","Electric Utility","--","--","--"
"Kern Front Limited",50494,"CA","IPP CHP","--","--","--"
"Kern River 1",340,"CA","Electric Utility","--","--","--"
"Kern River 3",339,"CA","Electric Utility","--","--","--"
"Kern River Cogeneration",10496,"CA","IPP CHP","--","--","--"
"Kern River Eastridge Cogen",52107,"CA","Industrial CHP","--","--","--"
"Kern River Fee A Cogen",52094,"CA","Industrial CHP","--","--","--"
"Kern River Fee C Cogen",52095,"CA","Industrial CHP","--","--","--"
"Keswick",443,"CA","Electric Utility","--","--","--"
"Ketchikan",84,"AK","Electric Utility","--","--","--"
"Kettle Falls Generating Station",550,"WA","Electric Utility","--","--","--"
"Keuka",2533,"NY","Electric Utility","--","--","--"
"Kewaunee",8024,"WI","IPP Non-CHP","--","--","--"
"Key City",1914,"MN","Electric Utility","--","--","--"
"Keystone",3136,"PA","IPP Non-CHP","--","--","--"
"Keystone Dam",2984,"OK","Electric Utility","--","--","--"
"Keystone Recovery",54934,"PA","IPP Non-CHP","--","--","--"
"Kiamichi Energy Facility",55501,"OK","IPP Non-CHP","--","--","--"
"Kiana",6323,"AK","Electric Utility","--","--","--"
"Kickapoo",7896,"IL","Electric Utility","--","--","--"
"Kiefer Landfill",55766,"CA","Commercial Non-CHP","--","--","--"
"Kilarc",253,"CA","Electric Utility","--","--","--"
"Kilbourn",4053,"WI","Electric Utility","--","--","--"
"Killen Station",6031,"OH","Electric Utility","--","--","--"
"Kimball",2248,"NE","Electric Utility","--","--","--"
"Kimball Wind",56106,"NE","Electric Utility","--","--","--"
"Kimberly Mill",54885,"WI","Industrial CHP","--","--","--"
"Kincaid Generation LLC",876,"IL","IPP Non-CHP","--","--","--"
"King City Peaking",55811,"CA","IPP Non-CHP","--","--","--"
"King City Power Plant",10294,"CA","IPP CHP","--","--","--"
"King Cove",7493,"AK","Electric Utility","--","--","--"
"King Mountain Wind Ranch 1",55581,"TX","IPP Non-CHP","--","--","--"
"Kingfisher",2986,"OK","Electric Utility","--","--","--"
"Kingman Municipal Power and Light Plant",1296,"KS","Electric Utility","--","--","--"
"Kings Beach",6518,"CA","Electric Utility","--","--","--"
"Kings Falls Hydroelectric",10872,"NY","IPP Non-CHP","--","--","--"
"Kings River PH",254,"CA","Electric Utility","--","--","--"
"Kingsburg Cogen",10405,"CA","IPP CHP","--","--","--"
"Kingsford",1778,"MI","Electric Utility","--","--","--"
"Kingsley",785,"NE","Electric Utility","--","--","--"
"Kingston",3407,"TN","Electric Utility","--","--","--"
"Kinmundy",55204,"IL","Electric Utility","--","--","--"
"Kinneytown New Old",54385,"CT","IPP Non-CHP","--","--","--"
"Kinsleys Landfill",10045,"NJ","IPP Non-CHP","--","--","--"
"Kirksville",2083,"MO","Electric Utility","--","--","--"
"Kitty Hawk",2757,"NC","Electric Utility","--","--","--"
"Klamath Cogeneration Plant",55103,"OR","IPP CHP","--","--","--"
"Klamath Expansion Project",55544,"OR","IPP Non-CHP","--","--","--"
"Kleber",1871,"MI","IPP Non-CHP","--","--","--"
"Klein Tools Chicago",10498,"IL","Industrial Non-CHP","--","--","--"
"Kline Township Cogen Facility",50039,"PA","IPP CHP","--","--","--"
"Klondike Wind Power",55871,"OR","IPP Non-CHP","--","--","--"
"Klondike Windpower II",56359,"OR","IPP Non-CHP","--","--","--"
"Knife Falls",1895,"MN","Electric Utility","--","--","--"
"Knox Lee",3476,"TX","Electric Utility","--","--","--"
"Knoxville Industrial",7849,"IA","Electric Utility","--","--","--"
"Kodiak Microgrid",6281,"AK","Electric Utility","--","--","--"
"Koma Kulshan Associates",54267,"WA","IPP Non-CHP","--","--","--"
"Koppers Susquehanna Plant",10731,"PA","IPP CHP","--","--","--"
"Kortes",4180,"WY","Electric Utility","--","--","--"
"Kotzebue",6304,"AK","Electric Utility","--","--","--"
"Koyle Ranch Hydroelectric Project",10781,"ID","IPP Non-CHP","--","--","--"
"Kraft",733,"GA","Electric Utility","--","--","--"
"Kumeyaay Wind",56295,"CA","IPP Non-CHP","--","--","--"
"Kyger Creek",2876,"OH","Electric Utility","--","--","--"
"Kyocera America Project",10720,"CA","IPP CHP","--","--","--"
"Kyrene",147,"AZ","Electric Utility","--","--","--"
"L J Trust",56216,"IA","IPP Non-CHP","--","--","--"
"L L Wilkins",2059,"MS","Electric Utility","--","--","--"
"L V Sutton Steam",2713,"NC","Electric Utility","--","--","--"
"LAC Courte Oreilles Hydroelect",10453,"WI","Commercial Non-CHP","--","--","--"
"LSP-Cottage Grove LP",55010,"MN","IPP CHP","--","--","--"
"LSP-Whitewater LP",55011,"WI","IPP CHP","--","--","--"
"La Crosse",1297,"KS","Electric Utility","--","--","--"
"La Cygne",1241,"KS","Electric Utility","--","--","--"
"La Farge",4124,"WI","Electric Utility","--","--","--"
"La Grange",440,"CA","Electric Utility","--","--","--"
"La Junta",506,"CO","Electric Utility","--","--","--"
"La Palma",3442,"TX","IPP Non-CHP","--","--","--"
"La Paloma Generating Plant",55151,"CA","IPP Non-CHP","--","--","--"
"La Plata",2140,"MO","Electric Utility","--","--","--"
"La Porte",1156,"IA","Electric Utility","--","--","--"
"LaGrande",3916,"WA","Electric Utility","--","--","--"
"LaO Energy Systems",52006,"LA","Industrial CHP","--","--","--"
"LaSalle Generating Station",6026,"IL","IPP Non-CHP","--","--","--"
"Labadie",2103,"MO","Electric Utility","--","--","--"
"Lachute Hydro Lower",10752,"NY","IPP Non-CHP","--","--","--"
"Lachute Hydro Upper",10753,"NY","IPP Non-CHP","--","--","--"
"Lacomb Irrigation District",52155,"OR","IPP Non-CHP","--","--","--"
"Ladysmith",7839,"VA","Electric Utility","--","--","--"
"Ladysmith Dam",3986,"WI","Electric Utility","--","--","--"
"Lafayette Energy Partners LP",50788,"NJ","IPP Non-CHP","--","--","--"
"Lagoon Creek",7845,"TN","Electric Utility","--","--","--"
"Lahontan",6521,"NV","Electric Utility","--","--","--"
"Lake (WY)",7039,"WY","IPP Non-CHP","--","--","--"
"Lake Benton I",55208,"MN","IPP Non-CHP","--","--","--"
"Lake Benton II",55265,"MN","IPP Non-CHP","--","--","--"
"Lake Blackshear Project",752,"GA","Electric Utility","--","--","--"
"Lake Catherine",170,"AR","Electric Utility","--","--","--"
"Lake Creek",3502,"TX","IPP Non-CHP","--","--","--"
"Lake Creek Dam",159,"UT","Electric Utility","--","--","--"
"Lake Crystal",1985,"MN","Electric Utility","--","--","--"
"Lake Gas Recovery",50575,"IL","IPP Non-CHP","--","--","--"
"Lake Hubbard",3452,"TX","IPP Non-CHP","--","--","--"
"Lake Lure",2773,"NC","Electric Utility","--","--","--"
"Lake Lynn Hydro Station",6636,"PA","IPP Non-CHP","--","--","--"
"Lake Mathews",6644,"CA","Electric Utility","--","--","--"
"Lake Mills",1154,"IA","Electric Utility","--","--","--"
"Lake Mills Gas Recovery",56521,"IA","IPP Non-CHP","--","--","--"
"Lake One",7987,"CA","Electric Utility","--","--","--"
"Lake Park",1153,"IA","Electric Utility","--","--","--"
"Lake Preston",3352,"SD","Electric Utility","--","--","--"
"Lake Road",2908,"OH","Electric Utility","--","--","--"
"Lake Road (MO)",2098,"MO","Electric Utility","--","--","--"
"Lake Road Generating Plant",55149,"CT","IPP Non-CHP","--","--","--"
"Lakefield Junction",7925,"MN","Electric Utility","--","--","--"
"Lakefield Utilities",7415,"MN","Electric Utility","--","--","--"
"Lakeside",964,"IL","Electric Utility","--","--","--"
"Lakeview Gas Recovery",55074,"PA","IPP Non-CHP","--","--","--"
"Lakin Municipal",7393,"KS","Electric Utility","--","--","--"
"Lakota Ridge LLC",55353,"MN","IPP Non-CHP","--","--","--"
"Lalamilo Windfarm",7769,"HI","Electric Utility","--","--","--"
"Lamar Plant",508,"CO","Electric Utility","--","--","--"
"Lamar Power Project",55097,"TX","IPP Non-CHP","--","--","--"
"Lambie Energy Center",55626,"CA","IPP Non-CHP","--","--","--"
"Lamoni Municipal Utilities",1155,"IA","Electric Utility","--","--","--"
"Lancaster County Resource Recovery",50859,"PA","IPP Non-CHP","--","--","--"
"Lanesboro",1987,"MN","Electric Utility","--","--","--"
"Langdale",711,"AL","Electric Utility","--","--","--"
"Lange Gas Turbines",55478,"SD","Electric Utility","--","--","--"
"Lansing",1047,"IA","Electric Utility","--","--","--"
"Lansing Smith",643,"FL","Electric Utility","--","--","--"
"Laramie River Station",6204,"WY","Electric Utility","--","--","--"
"Laredo",3439,"TX","IPP Non-CHP","--","--","--"
"Larkspur Energy Facility",55542,"CA","IPP Non-CHP","--","--","--"
"Larned",1299,"KS","Electric Utility","--","--","--"
"Larsen Memorial",675,"FL","Electric Utility","--","--","--"
"Las Animas",507,"CO","Electric Utility","--","--","--"
"Las Vegas",2447,"NM","Electric Utility","--","--","--"
"Las Vegas Generating Station",10761,"NV","IPP CHP","--","--","--"
"Last Chance",987,"ID","Electric Utility","--","--","--"
"Lateral 10 Ventures",54753,"ID","IPP Non-CHP","--","--","--"
"Lauderdale",613,"FL","Electric Utility","--","--","--"
"Laurel",2249,"NE","Electric Utility","--","--","--"
"Laurel Dam",6171,"KY","Electric Utility","--","--","--"
"Laurel Ridge LFGTE",56279,"KY","Electric Utility","--","--","--"
"Laurens",1157,"IA","Electric Utility","--","--","--"
"Lavalley Lumber LLC",50914,"ME","Industrial Non-CHP","--","--","--"
"Laverne Diesel Generating Plant",56348,"OK","Electric Utility","--","--","--"
"Lawrence County Station",7948,"IN","Electric Utility","--","--","--"
"Lawrence Energy Center",1250,"KS","Electric Utility","--","--","--"
"Lawrence Hydroelectric Associates",50545,"MA","IPP Non-CHP","--","--","--"
"Lawrenceburg Power, LLC",55502,"IN","IPP Non-CHP","--","--","--"
"Lay Dam",15,"AL","Electric Utility","--","--","--"
"Leaburg",3068,"OR","Electric Utility","--","--","--"
"Leaf River Cellulose LLC",10233,"MS","Industrial CHP","--","--","--"
"Leaning Juniper",56360,"OR","Electric Utility","--","--","--"
"Lebanon",2921,"OH","Electric Utility","--","--","--"
"Lebanon Methane Recovery",10557,"PA","IPP Non-CHP","--","--","--"
"Lederle Laboratories",10521,"NY","Industrial CHP","--","--","--"
"Lee County Landfill",56120,"SC","Electric Utility","--","--","--"
"Lee County Solid Waste Energy",52010,"FL","IPP Non-CHP","--","--","--"
"Lee Creek Water Treatment Facility",54283,"AR","IPP Non-CHP","--","--","--"
"Lee Energy Facility",55236,"IL","IPP Non-CHP","--","--","--"
"Leesville",3777,"VA","Electric Utility","--","--","--"
"Leland Olds",2817,"ND","Electric Utility","--","--","--"
"Lemolo 1",3029,"OR","Electric Utility","--","--","--"
"Lemolo 2",6421,"OR","Electric Utility","--","--","--"
"Lenox",1158,"IA","Electric Utility","--","--","--"
"Leon Creek",3609,"TX","Electric Utility","--","--","--"
"Leviton Manufacturing",55637,"TX","Industrial CHP","--","--","--"
"Lewes",600,"DE","Electric Utility","--","--","--"
"Lewis & Clark",6089,"MT","Electric Utility","--","--","--"
"Lewis Creek",3457,"TX","Electric Utility","--","--","--"
"Lewis Smith Dam",18,"AL","Electric Utility","--","--","--"
"Lewiston Niagara",2692,"NY","Electric Utility","--","--","--"
"Lewisville",794,"TX","Electric Utility","--","--","--"
"Lexington",56261,"NC","Electric Utility","--","--","--"
"Lexington Health Center",56067,"NC","Electric Utility","--","--","--"
"Lexington Hickory Street",56066,"NC","Electric Utility","--","--","--"
"Libby",6172,"MT","Electric Utility","--","--","--"
"Liberty Electric Power Plant",55231,"PA","IPP Non-CHP","--","--","--"
"Liberty I & II LFGTE",56465,"IN","Electric Utility","--","--","--"
"Lieberman",1417,"LA","Electric Utility","--","--","--"
"Lighthouse Hill",2582,"NY","IPP Non-CHP","--","--","--"
"Lignetics of Maine, LLC.",55034,"ME","Industrial CHP","--","--","--"
"Lime Creek",7155,"IA","Electric Utility","--","--","--"
"Lime Saddle",255,"CA","Electric Utility","--","--","--"
"Limerick",6105,"PA","IPP Non-CHP","--","--","--"
"Limestone",298,"TX","IPP Non-CHP","--","--","--"
"Limon Generating Station",55504,"CO","Electric Utility","--","--","--"
"Lincoln",1300,"KS","Electric Utility","--","--","--"
"Lincoln Combustion",7277,"NC","Electric Utility","--","--","--"
"Lincoln Generating Facility",55222,"IL","IPP Non-CHP","--","--","--"
"Lincoln Paper & Tissue",54587,"ME","Industrial CHP","--","--","--"
"Lincoln Turbines",7366,"WI","Electric Utility","--","--","--"
"Lincolnton High School",56341,"NC","Electric Utility","--","--","--"
"Linde Wilmington",50148,"CA","Industrial CHP","--","--","--"
"Linden Cogen Plant",50006,"NJ","IPP CHP","--","--","--"
"Litchfield",1989,"MN","Electric Utility","--","--","--"
"Little Chute",4119,"WI","Electric Utility","--","--","--"
"Little Company of Mary Hospital",10400,"IL","Commercial CHP","--","--","--"
"Little Cottonwood",6537,"UT","Electric Utility","--","--","--"
"Little Falls (MN)",1896,"MN","Electric Utility","--","--","--"
"Little Falls (WA)",3866,"WA","Electric Utility","--","--","--"
"Little Falls Hydro",51034,"NY","IPP Non-CHP","--","--","--"
"Little Goose",3926,"WA","Electric Utility","--","--","--"
"Little Gypsy",1402,"LA","Electric Utility","--","--","--"
"Little Mac Project",10049,"ID","IPP Non-CHP","--","--","--"
"Little Mountain",6553,"UT","Electric Utility","--","--","--"
"Little Wood Hydro Project",54386,"ID","IPP Non-CHP","--","--","--"
"Live Oak Limited",54768,"CA","IPP CHP","--","--","--"
"Livingston Generating Facility",55054,"IL","IPP Non-CHP","--","--","--"
"Livingston Generating Station",55102,"MI","IPP Non-CHP","--","--","--"
"Llano Estacado Wind Ranch",55579,"TX","IPP Non-CHP","--","--","--"
"Lloyd Shoals",712,"GA","Electric Utility","--","--","--"
"Lochmere Hydroelectric Plant",54572,"NH","IPP Non-CHP","--","--","--"
"Lockhart",3275,"SC","Electric Utility","--","--","--"
"Lockport Energy Associates LP",54041,"NY","IPP CHP","--","--","--"
"Lockport Powerhouse",10903,"IL","IPP Non-CHP","--","--","--"
"Lockwood Hydroelectric Facility",10066,"ME","IPP Non-CHP","--","--","--"
"Lodi",7451,"CA","Electric Utility","--","--","--"
"Logan City",4251,"UT","Electric Utility","--","--","--"
"Logan Generating Company LP",10043,"NJ","IPP CHP","--","--","--"
"Logan Martin Dam",14,"AL","Electric Utility","--","--","--"
"Logansport",1032,"IN","Electric Utility","--","--","--"
"Loma Linda University Cogen",10206,"CA","Commercial CHP","--","--","--"
"Lon C Hill",3440,"TX","IPP Non-CHP","--","--","--"
"Lon Wright",2240,"NE","Electric Utility","--","--","--"
"London",6560,"WV","Electric Utility","--","--","--"
"Lone Star",3477,"TX","Electric Utility","--","--","--"
"Long Lake",3867,"WA","Electric Utility","--","--","--"
"Longfalls Facility",54548,"NY","IPP Non-CHP","--","--","--"
"Longview Fibre",54562,"WA","Industrial CHP","--","--","--"
"Lookout Point",3083,"OR","Electric Utility","--","--","--"
"Lookout Shoals",2726,"NC","Electric Utility","--","--","--"
"Loon Lake",432,"CA","Electric Utility","--","--","--"
"Lordsburg Generating",7967,"NM","Electric Utility","--","--","--"
"Los Angeles Refinery Wilmington",54451,"CA","Industrial CHP","--","--","--"
"Los Esteros Critical Energy Center",55748,"CA","IPP Non-CHP","--","--","--"
"Los Medanos Energy Center",55217,"CA","IPP CHP","--","--","--"
"Lost Creek",6174,"OR","Electric Utility","--","--","--"
"Lost Creek I",10708,"CA","IPP Non-CHP","--","--","--"
"Lost Hills Cogeneration Plant",52077,"CA","Industrial CHP","--","--","--"
"Lost Nation",2362,"NH","Electric Utility","--","--","--"
"Lost Pines 1 Power Project",55154,"TX","Electric Utility","--","--","--"
"Loud",1712,"MI","Electric Utility","--","--","--"
"Louis Doc Bonin",1443,"LA","Electric Utility","--","--","--"
"Louisa",6664,"IA","Electric Utility","--","--","--"
"Louisa Generation Facility",7837,"VA","Electric Utility","--","--","--"
"Louisiana 1",1391,"LA","IPP CHP","--","--","--"
"Louisiana 2",1392,"LA","Electric Utility","--","--","--"
"Louisiana Sugar Refining",10301,"LA","Industrial CHP","--","--","--"
"Louisiana Tech University Power Plant",54240,"LA","Commercial CHP","--","--","--"
"Love Box",50317,"KS","Industrial CHP","--","--","--"
"Loveridge Road Power Plant",10368,"CA","IPP Non-CHP","--","--","--"
"Lovett",2629,"NY","IPP Non-CHP","--","--","--"
"Low Line Rapids",10808,"ID","IPP Non-CHP","--","--","--"
"Low Moor",3799,"VA","Electric Utility","--","--","--"
"Lowe Paper Simkins Industries",10552,"NJ","--","--","--","--"
"Lowell",1837,"MI","Electric Utility","--","--","--"
"Lowell Cogeneration Company LP",10802,"MA","IPP CHP","--","--","--"
"Lowell Landfill",55095,"MA","IPP Non-CHP","--","--","--"
"Lower Baker",3855,"WA","Electric Utility","--","--","--"
"Lower Granite",6175,"WA","Electric Utility","--","--","--"
"Lower Malad",815,"ID","Electric Utility","--","--","--"
"Lower Middlebury",3716,"VT","Electric Utility","--","--","--"
"Lower Molina",520,"CO","Electric Utility","--","--","--"
"Lower Monumental",3927,"WA","Electric Utility","--","--","--"
"Lower Mount Bethel Energy",55667,"PA","IPP Non-CHP","--","--","--"
"Lower No 1",7012,"ID","Electric Utility","--","--","--"
"Lower No 2",843,"ID","Electric Utility","--","--","--"
"Lower Salmon",816,"ID","Electric Utility","--","--","--"
"Lower Saranac Hydroelectric Facility",10214,"NY","IPP Non-CHP","--","--","--"
"Lower Tule River",365,"CA","Electric Utility","--","--","--"
"Lower Village Water Power Project",50285,"NH","IPP Non-CHP","--","--","--"
"Lucky Peak Power Plant Project",10014,"ID","IPP Non-CHP","--","--","--"
"Lucky Wind",56412,"MN","IPP Non-CHP","--","--","--"
"Ludington",1713,"MI","Electric Utility","--","--","--"
"Luke Mill",50282,"MD","Industrial CHP","--","--","--"
"Lumberton",10382,"NC","IPP CHP","--","--","--"
"Luna Energy Facility",55343,"NM","Electric Utility","--","--","--"
"Lundy",342,"CA","Electric Utility","--","--","--"
"Luray Hydro Station",3789,"VA","IPP Non-CHP","--","--","--"
"Luverne",1990,"MN","Electric Utility","--","--","--"
"Lyon Development",55595,"MI","IPP Non-CHP","--","--","--"
"Lyons",2253,"NE","Electric Utility","--","--","--"
"Lyonsdale Associates",50652,"NY","IPP Non-CHP","--","--","--"
"M C Dixon Lumber",54745,"AL","Industrial CHP","--","--","--"
"M L Hibbard",1897,"MN","Electric Utility","--","--","--"
"M Street Jet",10176,"MA","IPP Non-CHP","--","--","--"
"MEPI GT Facility",7858,"IL","IPP Non-CHP","--","--","--"
"MM Albany Energy",55155,"NY","IPP Non-CHP","--","--","--"
"MM Cuyahoga Energy",55605,"OH","IPP Non-CHP","--","--","--"
"MM Hartford Energy",55163,"CT","IPP Non-CHP","--","--","--"
"MM Lopez Energy",55161,"CA","IPP Non-CHP","--","--","--"
"MM Nashville",55647,"TN","IPP Non-CHP","--","--","--"
"MM Prince William Energy",55156,"VA","IPP Non-CHP","--","--","--"
"MM San Diego-Miramar",55094,"CA","IPP CHP","--","--","--"
"MM San Diego-North City",55602,"CA","IPP Non-CHP","--","--","--"
"MM Taunton Energy",55093,"MA","IPP Non-CHP","--","--","--"
"MM Tomoka Farms Energy",55162,"FL","IPP Non-CHP","--","--","--"
"MM Tulare Energy",55160,"CA","IPP Non-CHP","--","--","--"
"MM West Covina",54015,"CA","IPP Non-CHP","--","--","--"
"MM Yolo Power",54567,"CA","IPP Non-CHP","--","--","--"
"MMSD Jones Island Wastewater",54851,"WI","Commercial CHP","--","--","--"
"MMSD South Shore Wastewater",55525,"WI","IPP CHP","--","--","--"
"MMWAC Resource Recovery Facility",50035,"ME","Commercial Non-CHP","--","--","--"
"MNDOT Standby Generation",55824,"MN","IPP Non-CHP","--","--","--"
"MPC Generating",7764,"GA","IPP Non-CHP","--","--","--"
"MPEA Energy Center",55067,"IL","IPP CHP","--","--","--"
"MU Combined Heat and Power Plant",50969,"MO","Commercial CHP","--","--","--"
"MVUT",10600,"CA","Industrial CHP","--","--","--"
"Maalaea",6504,"HI","Electric Utility","--","--","--"
"Mabelvale",171,"AR","Electric Utility","--","--","--"
"MacArthur Waste to Energy Facility",51038,"NY","IPP Non-CHP","--","--","--"
"Macomb",2583,"NY","IPP Non-CHP","--","--","--"
"Macon",2141,"MO","Electric Utility","--","--","--"
"Macon Energy Center",56127,"MO","Electric Utility","--","--","--"
"Maddox",2446,"NM","Electric Utility","--","--","--"
"Madelia",30,"MN","Electric Utility","--","--","--"
"Madison",55110,"OH","Electric Utility","--","--","--"
"Madison Dam",6422,"MT","IPP Non-CHP","--","--","--"
"Madison Utilities",7469,"NE","Electric Utility","--","--","--"
"Madison Windpower LLC",55769,"NY","IPP Non-CHP","--","--","--"
"Magic Dam Hydroelectric Project",10740,"ID","IPP Non-CHP","--","--","--"
"Magic Valley Generating Station",55123,"TX","IPP Non-CHP","--","--","--"
"Magnet Cove",55714,"AR","IPP Non-CHP","--","--","--"
"Magnolia Power Plant",55451,"MS","IPP Non-CHP","--","--","--"
"Magnolia Power Project",56046,"CA","Electric Utility","--","--","--"
"Maiden Community Center",56342,"NC","Electric Utility","--","--","--"
"Maiden Finger Street",56065,"NC","Electric Utility","--","--","--"
"Main Street",2162,"MO","Electric Utility","--","--","--"
"Main Street (MI)",1853,"MI","Electric Utility","--","--","--"
"Maine Energy Recovery",10338,"ME","IPP Non-CHP","--","--","--"
"Maine Independence Station",55068,"ME","IPP Non-CHP","--","--","--"
"Major Oak Power",7030,"TX","IPP Non-CHP","--","--","--"
"Malaga Power LLC",56239,"CA","Electric Utility","--","--","--"
"Malburg",56041,"CA","Electric Utility","--","--","--"
"Malden",2142,"MO","Electric Utility","--","--","--"
"Mallard Lake Electric",55592,"IL","IPP Non-CHP","--","--","--"
"Mallard Ridge Gas Recovery",55013,"WI","IPP Non-CHP","--","--","--"
"Mammoth Pacific I",10480,"CA","IPP Non-CHP","--","--","--"
"Mammoth Pacific II",10481,"CA","IPP Non-CHP","--","--","--"
"Mammoth Pool",344,"CA","Electric Utility","--","--","--"
"Manatee",6042,"FL","Electric Utility","--","--","--"
"Manchester Street",3236,"RI","IPP Non-CHP","--","--","--"
"Manchief Electric Generating Station",55127,"CO","IPP Non-CHP","--","--","--"
"Mandalay",345,"CA","IPP Non-CHP","--","--","--"
"Mangum",2991,"OK","Electric Utility","--","--","--"
"Manilla",1159,"IA","Electric Utility","--","--","--"
"Manistique",1750,"MI","Electric Utility","--","--","--"
"Manitou Springs",494,"CO","Electric Utility","--","--","--"
"Manitowoc",4125,"WI","Electric Utility","--","--","--"
"Mankato Energy Center",56104,"MN","IPP Non-CHP","--","--","--"
"Mansfield",55046,"MA","Industrial CHP","--","--","--"
"Mansfield Mill",54091,"LA","Industrial CHP","--","--","--"
"Manti Lower",1020,"UT","Electric Utility","--","--","--"
"Manti Upper",3676,"UT","Electric Utility","--","--","--"
"Maple Lake",2042,"MN","Electric Utility","--","--","--"
"Maple Ridge Wind Farm",56290,"NY","IPP Non-CHP","--","--","--"
"Maquoketa 1",1162,"IA","Electric Utility","--","--","--"
"Maquoketa 2",7921,"IA","Electric Utility","--","--","--"
"Marathon Electric",50990,"WI","Industrial Non-CHP","--","--","--"
"Marathon Generating Plant",696,"FL","Electric Utility","--","--","--"
"Marble Falls",3599,"TX","Electric Utility","--","--","--"
"Marceline",7470,"MO","Electric Utility","--","--","--"
"March Point Cogeneration",54268,"WA","IPP CHP","--","--","--"
"Marco Ranch",50323,"ID","IPP Non-CHP","--","--","--"
"Marcus Hook Energy LP",55801,"PA","IPP CHP","--","--","--"
"Marcus Hook Refinery Cogen",50074,"PA","IPP CHP","--","--","--"
"Marina Landfill Gas",10748,"CA","Commercial Non-CHP","--","--","--"
"Marion",976,"IL","Electric Utility","--","--","--"
"Markham",2980,"OK","Electric Utility","--","--","--"
"Markland",1005,"IN","Electric Utility","--","--","--"
"Marmet",6561,"WV","Electric Utility","--","--","--"
"Mars Snackfood US",54855,"IL","Industrial CHP","--","--","--"
"Mars Wrigley Confectionery US, LLC",10061,"NJ","Industrial CHP","--","--","--"
"Marsh Run Generation Facility",7836,"VA","Electric Utility","--","--","--"
"Marsh Valley Development",50972,"ID","IPP Non-CHP","--","--","--"
"Marshall (IL)",949,"IL","Electric Utility","--","--","--"
"Marshall (MI)",1844,"MI","Electric Utility","--","--","--"
"Marshall (MN)",1993,"MN","Electric Utility","--","--","--"
"Marshall (MO)",2144,"MO","Electric Utility","--","--","--"
"Marshall (NC)",2727,"NC","Electric Utility","--","--","--"
"Marshall Dam",2710,"NC","Electric Utility","--","--","--"
"Marshall Energy Facility",55232,"KY","Electric Utility","--","--","--"
"Marshall Ford",3600,"TX","Electric Utility","--","--","--"
"Marshalltown",1068,"IA","Electric Utility","--","--","--"
"Marshfield 6",3739,"VT","Electric Utility","--","--","--"
"Martin",6043,"FL","Electric Utility","--","--","--"
"Martin Dam",16,"AL","Electric Utility","--","--","--"
"Martin Drake",492,"CO","Electric Utility","--","--","--"
"Martin Lake",6146,"TX","IPP Non-CHP","--","--","--"
"Martinez Refining",54912,"CA","Industrial CHP","--","--","--"
"Martinez Sulfuric Acid Regeneration Plt",52063,"CA","Industrial CHP","--","--","--"
"Martinsville",3826,"VA","Electric Utility","--","--","--"
"Mary Ann Gas Plant",54806,"AL","Industrial Non-CHP","--","--","--"
"Marys Lake",517,"CO","Electric Utility","--","--","--"
"Marysville",1732,"MI","Electric Utility","--","--","--"
